Channel_ID,Keyword,Channel_Name,Subscribers,Total_Views,Total_Videos,Comment_Count,Account_Age_Years,Description,PublishedAt,Country,Custom_URL,Keywords,Profile_Country,Playlist_ID,Topic_Categories,Banner_Image,Default_Language,Popularity_Label
UCwVtpcNcDkmpFMlHuMrJTEA,Indian education channel,Learn with joy by Pankaj Rai 🌄,107,39607,270,5,9.42,"Hello friends! welcome to this plateform.
Subscribe the channel to connected with me and find latest update.....
 
   On this channel you will find videos related to education, fitness and reality of life.

I have completed my graduation from Banaras Hindu University, B.ed from jannayak university.
I have cleared C-tet and up tet also.

I started uploading videoes regularly on my channel from October 2024!

for any query you can send msg on my
email - rai277501@gmail.com",2016-05-24T13:51:07Z,IN,,,,UUwVtpcNcDkmpFMlHuMrJTEA,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Knowledge",,N/A,Low
UCv4n0mQrBpHWMxEB8o5nBZw,Indian education channel,om .... 18.......973,1,93,12,0,0.0,,2020-07-30T05:02:48.705735Z,IN,,,,UUv4n0mQrBpHWMxEB8o5nBZw,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Music_of_Asia",,N/A,Low
UCTobOJKDmnJdOuwoQXfG4pg,Indian education channel,GyanTrail KM,73,46459,15,2,0.0,"The videos on this channel are created for Educational Purposes.
Perfect for those who love to learn, explore the deeper meanings behind stories, and understand their hidden symbolism.

Dive into the world of knowledge and storytelling!
",2025-06-24T17:59:35.107712Z,IN,,"""AI-generated story explained"" ""AI short film explanation"" ""Midjourney story animation"" ""AI vs human storytelling"" ""AI story insights"" ""AI narration"" ""AI generated story"" ""AI Story interpretation"" Entertainment ""Moral stories"" ""AI Inspirational insights"" ""Motivational Stories"" ""World Discoveries"" ""True Stories"" ""Explore The World"" ""Historical facts"" ""GyanTrail KM"" ""Educational Shorts"" ""General Knowledge"" ""Educational videos"" ""Film and animation"" ""AI Animated short stories""",IN,UUTobOJKDmnJdOuwoQXfG4pg,"https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Knowledge",,N/A,Low
UCDGIfipZJ9dZKzt4wRgzwLQ,Indian education channel,A.J  MODEL MAKER,5520000,3220896017,1846,1750,0.0,"Hi Friends 🙂 welcome to our channel, Here you get DIY videos related from remote control machineries, Our all projects are handmade . If you like our creativity don't forget to subscribe our channel and share our videos,  
For Business Enquiry and sponsorship: gouravjangra0179@gmail.com 
",2020-10-17T13:13:44.820029Z,IN,,,,UUDGIfipZJ9dZKzt4wRgzwLQ,"https://en.wikipedia.org/wiki/Vehicle, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",,N/A,High
UCeA8MTc9xzOMuW3J8LxOotA,Indian education channel,Urkarna,72,10145,12,104,0.0,"✨ Interesting & unbelievable facts
🏕️ My lifestyle, travel, and daily experiences
💪 Motivational thoughts & reality talks
🔥 Entertainment with real vibes
Subscribe & join my journey — let’s explore, learn, and grow together! 🌟
",2025-10-09T05:08:41.120881Z,IN,,"""#kannada facts #kannada vlog #lifestyle #motivation speech #Hidden place explore""",IN,UUeA8MTc9xzOMuW3J8LxOotA,"https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",,N/A,Low
UCiALCdBFhKf6PQe48mf3NVw,Indian education channel,ADBHUTAM ,57,2833,10,9,0.0,"ADBHUTAM – Your go-to space for inspiration to conquer challenges and unlock your true potential!
 Founded by B. LEENA RAO, ADBHUTAM aims at helping one and all transform their lives with inspiration and actionable strategies. It helps every individual find purpose, build resilience to overcome challenges, explore mindfulness, connect with one's inner self and grow stronger and brighter with each passing day. 
Besides being the co-founder of the BODH GRIHA INSTITUTE, LEENA is an educationalist, a public speaker, an author, an artist and an avid social worker who takes keen interest in child and youth development and women empowerment. She takes immense pride in the cultural and traditional heritage of India and Indian Vedic philosophies. 
Subscribe to ADBHUTAM for the positivity, motivation and courage you need to shine!
",2025-09-27T09:36:20.585794Z,IN,,,,UUiALCdBFhKf6PQe48mf3NVw,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Religion",,N/A,Low
UCCvpi_w6RSATgE1DHAZAf7A,Indian education channel,Gss Vloges,1,0,1,1,0.0,"Indian money.com 
is india's largest financial education company 
founded  by cs September 18th 2008.",2025-09-28T05:01:09.928821Z,IN,,,,UUCvpi_w6RSATgE1DHAZAf7A,N/A,,N/A,Low
UCx2sCMs6OLFBp_veYcHNNUw,Indian education channel,Swathi's Education circle ,38,30882,24,31,0.0,"EDUCATION is the key to success 🎉

if the  world says no every time, you should say yes, and prove it.

every day video at 5pm💫
this channel contains education related videos only 
like english,, telugu ,polity,gk,, reasoning.history,
bits 

please do not forget to like 👍comments🥰 and subscribe ☺️ 

don't forget to leave your suggestions🙌 on the comment box",2024-09-12T08:18:14.721632Z,IN,,"Educational Dsc Bits ""Ap dsc"" Pie Psychology Methods Telugu English Maths ""Science bits"" ""Psychology bits"" ""Social bits""",IN,UUx2sCMs6OLFBp_veYcHNNUw,https://en.wikipedia.org/wiki/Knowledge,,N/A,Low
UC0H6VnwhiMUeSBXRPzlYw5g,Indian education channel,Explain Faiz,213,151479,16,24,0.0,"🎓 Welcome to Explain!
Aapka apna education channel jahan har topic ko simple aur interesting tareeke se explain kiya jaata hai!

📘 Yahaan aapko milenge –
• General knowledge aur current affairs ke short explain videos
• History, science aur geography ke easy explanations
• School aur competitive exam ke important topics ke clear concepts

🎯 Hamara aim hai har complex topic ko easy language mein samjhaana, taaki har student seekhe bina bore hue.
Agar aap bhi smart study karna chahte hain, to channel ko subscribe zarur karein 🔔

👉 Learn Smartly, Think Clearly — Only on Explain!",2025-10-07T05:33:44.133888Z,IN,,,,UU0H6VnwhiMUeSBXRPzlYw5g,"https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Society",,N/A,Low
UCU8DT_aHhevxgnf8W4b_Xlg,Indian education channel,Akshay Rhymes TV ,1710,139149,144,0,0.0,"Akshay Rhymes TV...

स्वागत है आपका Akshay Rhymes TV में – जहां मिलती हैं मजेदार कार्टून और शिक्षा से भरी धुनें!
ni
Akshay Rhymes TV पर हम लेकर आते हैं एक बेहतरीन संग्रह आधुनिक कार्टून और मजेदार राइम्स का, जो आपके बच्चों को न केवल एंटरटेन करता है, बल्कि उन्हें शिक्षा और सकारात्मक मूल्य भी सिखाता है। हमारे कार्टून और राइम्स बच्चों के लिए विशेष रूप से डिज़ाइन किए गए हैं, ताकि वे सीखते हुए मजे कर सकें।

चाहे वो मजेदार किरदार हों, रोमांचक कहानियाँ, या फिर मूल्य शिक्षा – हमारे हर एपिसोड में कुछ नया और दिलचस्प होता है। हर राइम और कार्टून में रंग-बिरंगे एनिमेशन और आकर्षक संगीत का अद्भुत मिश्रण है, जो बच्चों की कल्पना को और भी विस्तारित करता है।

हमारे चैनल की विशेषताएँ:

मज़ेदार कार्टून और मनोरंजन से भरपूर किरदार

शिक्षाप्रद और नैतिक राइम्स, जो सीखने में मदद करती हैं

रचनात्मक और दिलचस्प कहानियाँ हर उम्र के बच्चों के लिए



अगर आप अपने बच्चों को सकारात्मक मूल्यों के साथ मजेदार और शिक्षा से भरा कंटेंट देना चाहते हैं, तो Akshay Rhymes TV को सब्सक्राइब करें और एक जादुई दुनिया का हिस्सा बनें!



",2023-10-25T01:40:08.396117Z,IN,,"""Akshay Rhymes TV"" AkshayRhymesTV akshayrhymestv ""AKSHAY RHYMES TV"" AKSHAYRHYMESTV ""akshay rhymes tv""",IN,UUU8DT_aHhevxgnf8W4b_Xlg,"https://en.wikipedia.org/wiki/Simulation_video_game, https://en.wikipedia.org/wiki/Video_game_culture",,N/A,Low
UCxv8YrhZ43afWef6R8TtapA,Indian education channel,ranjeetmeenai,4,1257,5,5,0.0,"

Welcome to my channel — your daily dose of motivation, mindset, and success! 💪
We inspire you to break limits, chase your dreams, and become the best version of yourself.
Here you’ll find:
🔥 Powerful motivational speeches
🧠 Mindset & self-improvement tips
🎯 Success stories & life lessons
💬 Daily inspiration to keep you moving forward

Subscribe now and start your journey toward greatness — because your time is now! 🚀
",2025-06-24T14:49:13.024715Z,IN,,,,UUxv8YrhZ43afWef6R8TtapA,N/A,,N/A,Low
UCL1wG6wFP_VHUrcEhim3IrA,Indian education channel,Nova Uplift ,46,0,2,31,0.0,"✨ Welcome to NOVA UPLIFT – Be Unique ✨

At NOVA UPLIFT, we simplify the complex 🌍 and bring you powerful insights on personal growth, current issues, society, and self-improvement. Our mission is to help you think smarter, live better, and stand out from the crowd. 🌟

📌 What you’ll find here:
✅ Eye-opening breakdowns of important topics 🔍
✅ Practical tips for self-growth & productivity 💡
✅ Awareness about society, education, and life 🌱
✅ Motivation to help you be unique 💪

This channel is for dreamers, learners, and changemakers who want to grow beyond limits and uplift themselves 🚀.

🔔 Subscribe now and join the NOVA UPLIFT community—together we rise, together we grow! 🌟

FOR BUSINESS - snsharma4809@gmail.com",2025-10-21T09:15:52.893674Z,IN,,,,UUL1wG6wFP_VHUrcEhim3IrA,N/A,,N/A,Low
UCeTAV9jFkjdtgi-OP7Ntj3g,Indian education channel,awkwardgoat3,99200,48529941,564,7415,12.69,"Hi! I'm Divija Bhasin (awkwardgoat3 on instagram). I'm a counselling psychologist and love to create awareness about mental health in a fun and entertaining way! I also have a mental health organisation called The Friendly Couch, you can DM there on IG to book a session! 
",2013-02-16T15:25:53Z,IN,,"""mental health"" psychologist ""indian therapist"" ""therapy india"" therapist anxiety",IN,UUeTAV9jFkjdtgi-OP7Ntj3g,https://en.wikipedia.org/wiki/Lifestyle_(sociology),,N/A,Low
UCaYr9g5JFo84CDOUQEIgMjw,Indian education channel,Satyawan education ,17,0,16,8,0.0,Subscribe this channel 🚩,2025-10-21T21:29:02.910561Z,IN,,,,UUaYr9g5JFo84CDOUQEIgMjw,N/A,,N/A,Low
UCoiOhbiHr_JTF9HIKn2UxeA,Indian education channel,vansh jha,2,285,3,0,0.0,,2025-09-09T16:50:16.075217Z,IN,,,IN,UUoiOhbiHr_JTF9HIKn2UxeA,N/A,,N/A,Low
UCiodQZ6daZkwpcFADT5AJ4w,Indian education channel,moon hindi animation ,4250000,1145974552,171,3534,0.0,"Hi welcome to my chennal

Content - education, entertainment ",2023-10-13T04:01:49.975813Z,IN,,,,UUiodQZ6daZkwpcFADT5AJ4w,https://en.wikipedia.org/wiki/Lifestyle_(sociology),,N/A,High
UCgpFx1XG6WDadnGKF1p-_JA,Indian education channel,Chutkule Z,71,52983,44,3,0.0,,2025-10-05T05:41:50.127067Z,IN,,,,UUgpFx1XG6WDadnGKF1p-_JA,https://en.wikipedia.org/wiki/Sport,,N/A,Low
UC51sgr6K-qjWxgN7naDLOrg,Indian education channel,Kids Vivek Diana,0,0,1,0,0.0,"🎉 Welcome to Kids Vivek Diana! | किड्स विवेक डायना में आपका स्वागत है! 🎉
Yahan milta hai masti, mazaak aur learning ka perfect combo! 😍
यहाँ बच्चों के लिए है हँसी, मस्ती और सीखने का भरपूर मज़ा! 🤩

Kids Vivek Diana ek fun-filled YouTube channel hai jahan har video mein milti hai entertainment + education + emotions!
यह चैनल बच्चों के लिए बनाया गया है जहाँ हर cartoon video सिखाती है कुछ नया और मज़ेदार! 🌈

Yahan aapko milenge funny cartoons, moral stories, aur educational adventures,
जो बच्चों को सिखाते हैं दोस्ती, ईमानदारी और अच्छाई का महत्व। 💖
Har episode mein hoti hai ek new story, ek new lesson, aur ek new smile! 😄

If you love Indian cartoons and animated stories, this channel is perfect for you!
अगर आप चाहते हैं कि आपके बच्चे हँसते-खेलते सीखें, तो ये चैनल उनके लिए ही बना है! 🌟

👉 Subscribe now to Kids Vivek Diana https://www.youtube.com/channel/UC51sgr6K-qjWxgN7naDLOrg
👉 Bell icon 🔔 दबाना मत भूलना ताकि कोई नया वीडियो मिस ना हो!
",2025-10-16T16:07:25.637212Z,IN,,"KidsVivekDiana CartoonVideo MoralStories FunnyCartoon EducationalVideos KidsEntertainment ""3D Animal cartoon"" ""3d animal cartoon video"" ""3d animal cartoon shorts"" ""किड्स एक्सरसाइज"" ""किड्स एजुकेशन वीडियो"" ""ફની કાર્ટુન વિડીયો"" ""new funny cartoon"" ""ફની કાર્ટુન"" ""cartoon video new"" ""कार्टून वीडियो new"" ""moral stories in hindi"" ""moral of the story"" ""कार्टून कार्टून""",IN,UU51sgr6K-qjWxgN7naDLOrg,N/A,,N/A,
UCd4-nQUHOLNPiCjXPFbNrZA,Indian education channel,grat for unique raj,0,0,1,0,0.0,"My video is the education purpose.
My video was dubbing channel only Indian languages.",2025-10-19T15:54:00.229604Z,IN,,"gratforuniqueraj ""grat forun ique raj""",IN,UUd4-nQUHOLNPiCjXPFbNrZA,N/A,,N/A,
UCKFt6DaWzDcpJdyng2WiSWA,Indian education channel,cartoon _animation 07,4,128,23,0,0.0,,2025-01-27T14:48:40.478002Z,IN,,,,UUKFt6DaWzDcpJdyng2WiSWA,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Humour",,N/A,Low
UCk74ohwostsKI-ql3kk5uQA,Indian education channel,Bloomsbury India,1210,92761,120,6,8.23,"Launched on 21st September 2012, Bloomsbury India upholds Bloomsbury’s tradition of publishing books of the highest quality in fiction, non-fiction, children’s, academic, business and education by both Indian and international authors. The New Delhi office of Bloomsbury Publishing, publishers of fiction and non-fiction by authors including J.K. Rowling, Margaret Atwood and William Dalrymple.
To know more about us, visit http://www.bloomsbury.com/in/",2017-08-01T12:30:07Z,IN,,,,UUk74ohwostsKI-ql3kk5uQA,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",,N/A,Low
UCyqt5YkJYZ6FDJZyAASfRyQ,Indian education channel,Education news RJ,9,557,1,2,0.0,"study all time 
",2024-11-09T15:22:52.669653Z,IN,,,,UUyqt5YkJYZ6FDJZyAASfRyQ,"https://en.wikipedia.org/wiki/Cricket, https://en.wikipedia.org/wiki/Sport",,N/A,Low
UCAuO3TFUesM-LdRtXDAByRw,Indian education channel,SKY Education ,75,11126,73,0,0.0,"चैनल को स्टार्ट करने का उद्देश्य  बच्चों तक परीक्षा उपयोगी क्वालिटेटिव कंटेंट पहुँचाना है आपके लक्ष्य तक हमारी पूरी टीम और सभी एजुकेटर आपके साथ एक सच्चे मित्र के रूप में न सिर्फ शानदार कंटेंट देंगे बल्कि वह हर तरह से आपको गाइड व मोटिवेट भी करेंगे।
For any query...
e-mail; forb748@gmail.com 

https://whatsapp.com/channel/0029VaeGtpF4inoq9XDDXC1l
",2023-01-02T12:38:50.257208Z,IN,,,,UUAuO3TFUesM-LdRtXDAByRw,https://en.wikipedia.org/wiki/Knowledge,,N/A,Low
UCw3XyEjDEHJa9f4YqBMBVjw,Indian education channel,SceneMate,3,0,6,0,0.0,"🎬 Welcome to SceneMate – your ultimate mate for all movie scenes!

This channel brings you:
	•	🔥 Malayalam & Indian movie facts
	•	😂 Funny dubbing & parody shorts
	•	🎥 Mass, iconic, and trending movie moments

All content is created under Fair Use (Section 107, Copyright Act 1976) for purposes like commentary, criticism, education, entertainment, and research.
We transform original materials, add insights, humor, or creative edits to ensure content is unique and legally safe.

⚠️ Copyright Notice:
If you are the original content creator and have any concerns, please contact 📩scenematechannel@gmail.com. We will promptly credit, modify, or remove the content if needed.
Do not send copyright claims or strikes without contacting us first.

Subscribe & join your SceneMate community for daily cinematic fun! 🎥✨

 🙏 SUBSCRIBE PLEASE 🙏 ",2025-10-18T10:20:38.67606Z,IN,,,,UUw3XyEjDEHJa9f4YqBMBVjw,N/A,,N/A,Low
UCrpqy7i3LwkqjMyM2WlFIBg,Indian education channel,Mr. Market,84,12435,49,1,0.0,"Hello,

Thanks for stopping by. Welcome to Bank guide channel. This channel aims to provide the Indian stock market traders with valuable information on different stocks / shares. Subscribe now!


",2023-07-22T15:58:39.659707Z,IN,,"""indian stock market"" ""share market"" ""share market news"" ""share market live"" ""share market ideas"" ""stock market"" investing ""financial education"" ""stock trading"" ""investment strategies"" ""market analysis"" ""trading tips"" ""stock picks"" ""investment insights"" ""stock market news"" ""beginner investing"" ""financial literacy"" ""wealth building"" ""stock market for beginners"" ""investment knowledge"" ""market updates"" ""technical analysis"" ""financial planning"" ""retirement investing"" ""long-term investing""",IN,UUrpqy7i3LwkqjMyM2WlFIBg,"https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Business",,N/A,Low
UCAF9QKibFrMaFAxVBelFhhA,Indian education channel,Dev Gadveer Shorts ,664,3644,4,4,0.0,"THIS IS NOT MY CHANNEL, THIS IS EVERYONE ‘S CHANNEL 🔥♥️
Inquiry - devilstardevv@gmail.com",2024-06-12T13:40:10.193607Z,IN,,"""Bastard Dev"" Roast ""Funny cringe videos"" ""Memes review""",IN,UUAF9QKibFrMaFAxVBelFhhA,"https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Entertainment",,N/A,Low
UCPwiOYHzK6z_LMCufGVsA-Q,Indian education channel,Mr. Indian Comedy ,10,2118,5,58,0.0,"Hie friend's ❤️❤️❤️
I'm ""Mohar"" A Life long Learner🥹
I Make Videos For Only Entertainment.😍🥰
Please Don't STRIKE On My Channel. 🥹🙏
My friends this is my YouTube channel (Mr.Indian Comedy ) .❤️

🌐This video is for entertainment and educational purposes only and is not intended to misrepresent or cause harm.

DISCLAIMER:-   
I'm sharing these videos for Education perpose. All the Credit goes to there Respected Owners. The videos I am sharing originaly doesn't belong to me. If anyone has any concerns or wishes to have the video removed/ video credit, please feel free to contact me. We will solve it together(instagram :- Toxic AtomBom)

COPYRIGHT DISCLAIMER:- 
  under section 107of the copyright act 1976, allownance is mod for FAIR USE for purpose such a as criticism, comment, news, reporting, teaching scholarship and, research. FAIR USE is a use permitted by copyright statues that might otherwise be infringing, Non-profit, educational or personal use tips the balance in favor of FAIR US.
",2024-12-25T11:55:32.200044Z,IN,,"""Kapil sharma show"" ""Kapil sharma show latest episode"" ""Kapil sharma show new"" ""Kapil sharma show 2025"" ""Kapil sharma show editing video"" ""Kapil sharma show shorts"" ""Kapil sharma show funniest moments"" ""Kapil sharma"" ""Kapil sharma show 2024"" ""Kapil sharma show Netflix"" shorts ytshorts ""kapil sharma show shorts"" ""nora fatehi"" ""nora fatehi kapil sharma show"" ""sigma rule"" KSS ""kiara advani"" comedy trending viral meme ""sigma male"" funnymeme fun ""salman khan"" laugh ""Kapil Sharma Sigma reply"" epic",IN,UUPwiOYHzK6z_LMCufGVsA-Q,"https://en.wikipedia.org/wiki/Humour, https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Television_program, https://en.wikipedia.org/wiki/Film",,N/A,Low
UC5aKead6Q8YQYjceizxJIuw,Indian education channel,Nishu Tiwari,3990000,719803857,189,72606,0.0,"Nishu Nishu Nishu !
 

Business Email - contactnishutiwari@gmail.com


I Try to Make Best Videos Possible !  
",2020-06-02T20:15:53.451572Z,IN,,"""Nishu Tiwari"" ""Nishu Tiwari video"" ""nishu tiwari comedy"" ""nishu tiwari"" vlogs ""indian vlogger"" ""nishu new vlog"" ""nishu tiwari vlog"" ""nishu new video""",IN,UU5aKead6Q8YQYjceizxJIuw,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Film",,N/A,High
UCpNMCgkRCL9OU8BGRT4u7YQ,Indian education channel,KAY Rated,346000,102534335,691,6248,0.0,"KAY Rated brings you powerful insights into geopolitics, current affairs, and global news—all in a way that's easy to understand. We break down complex events and policies into clear, relatable content, helping you stay informed without the jargon. Whether you're exploring world events, analyzing global conflicts, or seeking diverse perspectives, KAY Rated simplifies it all—making knowledge not just accessible, but truly engaging.

Smart. Simple. Sharp. That's KAY Rated. 

KAY Rated Shorts & Clips: https://www.youtube.com/@KayRatedShortsandClips
KAY Rated Reacts: https://www.youtube.com/@KAYRatedReacts
",2024-07-05T06:41:56.036273Z,IN,,"geopolitics news politics nato conflicts diplomacy journalism russia Palestine ""international relations"" ""political news"" ""ukraine war"" ""middle east politics"" ""american foreign policy"" ""us foreign policy"" ""syrian war"" ""israel conflict"" ""china vs Taiwan"" ""chinese foreign policy"" ""russian foreign policy"" ""foreign policy"" ""european politics"" ""brics economic"" ""cold war"" ""independent journalism"" education ""current affairs"" ""Indian politics"" ""Indian youtuber"" ""content creator"" youtuber government news",IN,UUpNMCgkRCL9OU8BGRT4u7YQ,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",,N/A,Medium
UCj-njGVyq-XIlIA8V56UrrQ,Indian education channel,The Samar IAS,91,1433,28,7,0.0,"THE SAMAR IAS:

History Education Perpose Exp. SSC, RAILWAY, UPPSC, UPSC, UPSSSC OR ALL COMPETITIVE EXAMS ALL INDIA..

All human history essentially comes down to biography. Every event, battle, revolution, massacre and crime, although they may involve thousands or even millions of people, are shaped by the decisions and experiences of individual human beings. Therefore, if we are to understand history, the only way is to understand the lives of the people who made it.

Established in 2025, The People Profiles are pioneers of long form independent historical videos on YouTube. With highly detailed, politically neutral, meticulously researched scripts, all written by certified and qualified historians, our videos are made by award winning professionals with years of experience in both video production and film. 

Thank You for being a part of our mission.

For Business Inquiry.
sambbk2255@gmail.com",2025-09-16T15:53:25.705483Z,IN,,"""Samar The"" History Itihas ""Bharat ka itihas"" ""Mugal Sasak"" ""Bharat ka Itihas"" ""Indian History"" ""World History"" Bharat Itihas Etihas ""History Indian"" ""Indian Politics"" British ""Battle History"" ""Bhartiy itihas"" ""History of India"" Histry samar TheSamar Mystery Mistry TheSamarMystery History Gandhi Documentry ""Unplugged Story"" ""Bengal Files"" ""World History"" Battle ""Wrath of God"" Operation ""The Samar Mystery"" Documentry history operation mission Histry Documentry Story ""The Samar Mystery""",IN,UUj-njGVyq-XIlIA8V56UrrQ,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Knowledge",,N/A,Low
UCdWLgQbOszXDUBCG21M0y0w,Indian education channel,education  Shiksha,1,148,2,0,0.0,"😁😁🙏🙏❤Welcome To My YouTube Channel

SUBSCRIBE And Click Bell Icon

Per Day Video

About This Channel :- Guys Is Channel

Par Indian bikes driving 3d related video dekhne ko milega jaise update, gameplay, mythbusters video, Cheat Code, update news more etc... 🙏🙏🙏🫀🫀✊✊ 
Channel name https://www.youtube.com/@GUNDAgaming-l1v",2025-08-27T11:57:14.78162Z,IN,,,,UUdWLgQbOszXDUBCG21M0y0w,N/A,,N/A,Low
UCRMeWlQHJvhrISGCYfbyLyw,Indian education channel,Purnia Live Classes,20400,1233654,4780,11,0.0,"Welcome to Purnia Live Classes. (#purnialiveclasses)
Your ultimate destination for Board Exams, JEE Main/JEE Advanced & NEET!
Our aim is to make education accessible and engaging for students from class 9 to 12. Our content covers a wide range of subjects to help you excel in your studies and prepare for competitive exams like IIT-JEE and NEET. Whether you're gearing up for board exams or aiming for top ranks in entrance tests, our interactive lessons and expert faculties are here to guide you.

📌 What You’ll Get:
✅ In-depth Tutorials – Covering JEE Main/JEE Advanced, NEET & Board Exams (Class 9-12)
✅ Live Lectures with the Best Faculties!
✅ Class Notes, Subject wise Study Material, Mock Test & Lecture Schedule available on our website!
✅ Crash Course for Board Exams
✅ Simplified Concepts – Easy-to-understand explanations with real-life examples
✅ Practice Sessions of PYQs

Toh wait kaisa?
Subscribe us and be the family of #purnialiveclasses, today ❤️

",2023-10-28T06:14:46.112358Z,IN,,"""Unnayan Bihar Purnea"" ""Unnayan Bihar Purnia"" ""Unnayan Bihar Purniya"" ""Purnia School digital Class"" ""Digital Live Class Purnia"" ""punrnea live classes"" ""digital class"" ""unnayan class"" ""live class"" ""online class"" purnialiveclasses",IN,UURMeWlQHJvhrISGCYfbyLyw,https://en.wikipedia.org/wiki/Knowledge,,en-IN,Low
UCgMe9AU1SZ-HAbemfJ_66cw,Indian education channel,MSA Education Point ,3,97,13,0,0.0,,2025-09-15T14:41:05.047703Z,IN,,,IN,UUgMe9AU1SZ-HAbemfJ_66cw,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Knowledge",,N/A,Low
UCjlK_OjMFGgFHHmlOJpFZoA,Indian education channel,Ram : The Trader,0,8,1,0,0.0,"Hey everyone, it's Ram! 👋
I am woking as a full-time trader from last 5 years and
also a trading mentor.

(Ram:The Trader) is all about indian market, crypot market & forex.
Our videos are just for education and knowledge purposes only.

I'm on a mission to help people of India 🌐 by spreading financial
knowledge like ,how to invest in the stock market, intraday trading,
forex market, crypto, IPO .

We are best in teaching all about :- | Psychology | Price Action | SMC concept  | 

DISCLAIMER: I am not sebi registered & not any financial advisor. I make videos for educational purpose only. If you take any financial decision by watching this channel videos, I am not responsible for it.  So please before taking any financial decision consult you financial advisor. 

Subscribe now and start your Profitable trading journey with us.

For Business Related queries: ramthetrader0327@gmail.com

Please Don't Forget to Like & Share🙏
Let's Track the stock market together and make money ! 💰😊 
",2024-09-04T07:06:32.088846Z,IN,,"ramthetrader financial financialknowledge banknifty nifty nifty50 finnifty sensex bankex midcap midcapnifty livetrading intradaytrading niftylive bankniftylive nse bse crypto forex liveintradaytrading cryptolive bankniftylivetrading niftybees niftylivetrading ramthetraderofficial forexlivetrading cryptolivetrading financialmarket stockmarket investing howtoinvest learntrading share Dividends ""Bull market"" ""Bear market"" Equity ""Market capitalization"" Broker Securities Portfolio Index Risk",IN,UUjlK_OjMFGgFHHmlOJpFZoA,N/A,,N/A,
UCss9Qt8iXtb4tukqWTaJtig,Indian education channel,iamsahillll._,0,0,1,2,0.0,"Dreaming of becoming an IAS or IPS officer? Here’s a quick look into the real world of Indian bureaucracy — power, purpose, and public service! 🌟
#IASMotivation #UPSC #IndianBureaucracy #CivilServices #UPSCPreparation
⚠️ Disclaimer: This video is made for educational and informational purposes only. All content is either original or used under fair use for commentary, criticism, and education.

",2024-10-14T13:00:51.172104Z,IN,,,,UUss9Qt8iXtb4tukqWTaJtig,N/A,,N/A,
UC71p25kLWZPKxdKhf82c_pA,Indian education channel,MM EDUCATION,815,667894,176,6,0.0,"JAI SHEER RAM🙏
HOR HOR MAHADEV❤️
❤️💐Please Don't Forget To Like, Share, Comment & Also SUBSCRIBE to Our YouTube Channel ❤️🙏",2022-09-18T13:23:08.268585Z,IN,,"""Manasa manna"" ""Mahadev status"" Video ""Mm editor"" Mm ""Ramnavami status"" Election ""Pm modi"" ""Cm yogi"" Bajrangbali Status Traders ""Mm editor108"" Shorts ""Motivation video"" Song ""YouTube channel Guru""",IN,UU71p25kLWZPKxdKhf82c_pA,https://en.wikipedia.org/wiki/Entertainment,,N/A,Low
